Name,GamesPlayed,MinutesPlayed,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Ja Morant,67,2074,1.0,1.0,1.0,1.0,0.9850746268656716,0.8059701492537313,0.44776119402985076,0.23880597014925373,0.1791044776119403,0.1044776119402985,0.08955223880597014,0.2835820895522388,0.7313432835820896,0.746268656716418,0.7611940298507462,0.8208955223880597,0.835820895522388,0.6716417910447762,0.47761194029850745,0.23880597014925373,0.2537313432835821,0.40298507462686567,0.5970149253731343,0.7761194029850746,0.9850746268656716,0.9850746268656716,0.9701492537313433,1.0,0.9850746268656716,0.8656716417910447,0.6865671641791045,0.373134328358209,0.2537313432835821,0.19402985074626866,0.16417910447761194,0.23880597014925373,0.6119402985074627,0.6268656716417911,0.7014925373134329,0.7761194029850746,0.8208955223880597,0.7313432835820896,0.7313432835820896,0.7014925373134329,0.746268656716418,0.6865671641791045,0.6567164179104478,0.5671641791044776
Dillon Brooks,73,2112,1.0,1.0,1.0,0.9863013698630136,0.9726027397260274,0.863013698630137,0.6986301369863014,0.410958904109589,0.1506849315068493,0.0684931506849315,0.0273972602739726,0.0684931506849315,0.3972602739726027,0.4246575342465753,0.6438356164383562,0.7808219178082192,0.821917808219178,0.8082191780821918,0.726027397260274,0.6438356164383562,0.5068493150684932,0.4383561643835616,0.410958904109589,0.3698630136986301,1.0,1.0,0.9863013698630136,0.9726027397260274,0.9452054794520548,0.8082191780821918,0.6301369863013698,0.3972602739726027,0.1917808219178082,0.1232876712328767,0.0684931506849315,0.0958904109589041,0.4383561643835616,0.4657534246575342,0.5205479452054794,0.6712328767123288,0.726027397260274,0.7397260273972602,0.7397260273972602,0.6438356164383562,0.589041095890411,0.5205479452054794,0.5205479452054794,0.4657534246575342
Jae Crowder,45,1322,1.0,1.0,1.0,1.0,1.0,1.0,0.9555555555555556,0.6222222222222222,0.15555555555555556,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.044444444444444446,0.1111111111111111,0.2,0.4,0.6,0.6888888888888889,0.8888888888888888,0.9555555555555556,0.9555555555555556,0.8888888888888888,0.8,1.0,1.0,1.0,1.0,1.0,0.9555555555555556,0.8666666666666667,0.7333333333333333,0.5111111111111111,0.35555555555555557,0.2,0.08888888888888889,0.08888888888888889,0.1111111111111111,0.17777777777777778,0.35555555555555557,0.4444444444444444,0.6888888888888889,0.7777777777777778,0.7777777777777778,0.7333333333333333,0.6,0.5555555555555556,0.5111111111111111
Jaren Jackson Jr.,57,1622,1.0,1.0,1.0,0.9649122807017544,0.9122807017543859,0.8596491228070176,0.7719298245614035,0.7543859649122807,0.5789473684210527,0.3508771929824561,0.21052631578947367,0.10526315789473684,0.15789473684210525,0.14035087719298245,0.15789473684210525,0.22807017543859648,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7368421052631579,0.7192982456140351,0.6140350877192983,0.5263157894736842,0.47368421052631576,0.9824561403508771,0.9824561403508771,0.9649122807017544,0.9298245614035088,0.9122807017543859,0.7894736842105263,0.7543859649122807,0.6491228070175439,0.543859649122807,0.40350877192982454,0.2807017543859649,0.15789473684210525,0.2982456140350877,0.2631578947368421,0.3333333333333333,0.38596491228070173,0.47368421052631576,0.5614035087719298,0.5964912280701754,0.6140350877192983,0.6140350877192983,0.5964912280701754,0.5614035087719298,0.49122807017543857
Jonas Valančiūnas,70,1845,1.0,1.0,1.0,0.9857142857142858,0.9714285714285714,0.8,0.5857142857142857,0.3142857142857143,0.21428571428571427,0.18571428571428572,0.21428571428571427,0.34285714285714286,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.7,0.6571428571428571,0.5714285714285714,0.44285714285714284,0.32857142857142857,0.3142857142857143,0.3,0.42857142857142855,0.4857142857142857,1.0,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9571428571428572,0.7857142857142857,0.44285714285714284,0.2714285714285714,0.2,0.14285714285714285,0.2,0.21428571428571427,0.6,0.6,0.6142857142857143,0.5714285714285714,0.45714285714285713,0.38571428571428573,0.3,0.2857142857142857,0.3,0.32857142857142857,0.2857142857142857,0.21428571428571427
Kyle Anderson,67,1330,0.417910447761194,0.417910447761194,0.417910447761194,0.40298507462686567,0.40298507462686567,0.40298507462686567,0.31343283582089554,0.23880597014925373,0.44776119402985076,0.582089552238806,0.6268656716417911,0.5970149253731343,0.7014925373134329,0.6417910447761194,0.4925373134328358,0.3283582089552239,0.3283582089552239,0.2835820895522388,0.31343283582089554,0.31343283582089554,0.2835820895522388,0.2835820895522388,0.2835820895522388,0.26865671641791045,0.417910447761194,0.417910447761194,0.40298507462686567,0.40298507462686567,0.417910447761194,0.40298507462686567,0.34328358208955223,0.2537313432835821,0.373134328358209,0.4925373134328358,0.5671641791044776,0.582089552238806,0.6417910447761194,0.6268656716417911,0.4925373134328358,0.3880597014925373,0.31343283582089554,0.29850746268656714,0.2835820895522388,0.3283582089552239,0.2835820895522388,0.23880597014925373,0.2537313432835821,0.2835820895522388
Brandon Clarke,58,1300,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.08620689655172414,0.1206896551724138,0.25862068965517243,0.6206896551724138,0.8103448275862069,0.896551724137931,0.896551724137931,0.8275862068965517,0.7068965517241379,0.25862068965517243,0.25862068965517243,0.1724137931034483,0.10344827586206896,0.1724137931034483,0.2413793103448276,0.4482758620689655,0.6379310344827587,0.7068965517241379,0.7413793103448276,0.7586206896551724,0.7068965517241379,0.05172413793103448,0.06896551724137931,0.08620689655172414,0.10344827586206896,0.1206896551724138,0.3620689655172414,0.7068965517241379,0.8793103448275862,0.9137931034482759,0.9137931034482759,0.8448275862068966,0.8103448275862069,0.1896551724137931,0.1896551724137931,0.22413793103448276,0.22413793103448276,0.29310344827586204,0.39655172413793105,0.5517241379310345,0.7586206896551724,0.7068965517241379,0.5862068965517241,0.5172413793103449,0.4482758620689655
Tyus Jones,65,1232,0.09230769230769231,0.09230769230769231,0.09230769230769231,0.09230769230769231,0.1076923076923077,0.2,0.6153846153846154,0.8615384615384616,0.9076923076923077,0.9230769230769231,0.9076923076923077,0.7692307692307693,0.18461538461538463,0.15384615384615385,0.18461538461538463,0.16923076923076924,0.16923076923076924,0.26153846153846155,0.5384615384615384,0.8153846153846154,0.8153846153846154,0.6,0.49230769230769234,0.35384615384615387,0.09230769230769231,0.09230769230769231,0.1076923076923077,0.07692307692307693,0.09230769230769231,0.18461538461538463,0.35384615384615387,0.6923076923076923,0.8,0.8461538461538461,0.8461538461538461,0.7846153846153846,0.38461538461538464,0.38461538461538464,0.35384615384615387,0.2923076923076923,0.24615384615384617,0.23076923076923078,0.2,0.18461538461538463,0.16923076923076924,0.13846153846153847,0.15384615384615385,0.24615384615384617
De'Anthony Melton,60,1167,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.15,0.16666666666666666,0.2,0.31666666666666665,0.5166666666666667,0.7,0.75,0.7333333333333333,0.7,0.45,0.4166666666666667,0.2,0.13333333333333333,0.18333333333333332,0.23333333333333334,0.3,0.3333333333333333,0.4666666666666667,0.5166666666666667,0.5666666666666667,0.6333333333333333,0.15,0.15,0.15,0.15,0.16666666666666666,0.25,0.4,0.5833333333333334,0.7166666666666667,0.7166666666666667,0.75,0.7166666666666667,0.45,0.4166666666666667,0.38333333333333336,0.23333333333333334,0.16666666666666666,0.3333333333333333,0.4,0.4666666666666667,0.48333333333333334,0.5666666666666667,0.5166666666666667,0.5
Solomon Hill,48,901,0.0625,0.0625,0.0625,0.0625,0.08333333333333333,0.14583333333333334,0.14583333333333334,0.20833333333333334,0.2708333333333333,0.4166666666666667,0.5208333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8541666666666666,0.8541666666666666,0.75,0.625,0.3958333333333333,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.25,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.10416666666666667,0.125,0.125,0.20833333333333334,0.3125,0.4375,0.5,0.5833333333333334,0.7916666666666666,0.8125,0.7708333333333334,0.7291666666666666,0.7291666666666666,0.6041666666666666,0.3958333333333333,0.2708333333333333,0.25,0.25,0.2916666666666667,0.3541666666666667
